Lifetime,Broken,Temperature,Voltage,Current,Humidity,Vibration - X,Vibration  Y,Vibration  Z,Machine Name,Machine ID,Failure Model,Responsible Failure Cause
34,1,28,228,1,29,0.431,0.912,9.129,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
36,0,28,228,1,29,0.465,1.148,9.152,CNC Turning -1,20210045,Healthy State,NA
31,0,28,228,1,35,0.465,1.129,9.164,CNC Turning -1,20210045,Healthy State,NA
19,1,28,228,0.8,29,0.48,1.494,9.117,CNC Turning -1,20210045,Electrical Model,Motor Current below the Motor Rated Voltage 
1,1,26,226,2.1,30,0.488,1.123,9.137,CNC Turning -2,20210045,Electrical Model,Motor Current Above the Motor Rated Voltage 
19,1,28,228,0.8,29,0.48,1.494,9.117,CNC Turning -1,20210045,Electrical Model,Motor Current below the Motor Rated Voltage 
1,1,26,226,2.7,30,0.488,1.123,9.137,CNC Turning -2,20210045,Electrical Model,Motor Current Above the Motor Rated Voltage 
25,0,28,228,1,35,0.408,1.504,9.121,CNC Turning -1,20210045,Healthy State,NA
58,0,28,228,1,30,0.484,1.127,9.121,CNC Turning -2,20210046,Healthy State,NA
19,0,28,228,1,29,0.48,1.494,9.117,CNC Turning -1,20210045,Healthy State,NA
1,0,28,228,1.6,31,0.373,1.127,9.117,CNC Turning -1,20210045,Healthy State,NA
81,1,2,228,1,30,0.384,1.182,9.121,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
45,0,28,228,1.5,29,0.48,1.494,9.117,CNC Turning -1,20210045,Healthy State,NA
38,1,28,228,1.6,34,0.336,1.121,8.729,CNC Turning -1,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
4,0,28,228,1.6,29,0.377,1.282,9.137,CNC Turning -2,20210045,Healthy State,NA
63,0,28,228,1.6,29,0.408,1.131,9.125,CNC Turning -2,20210045,Healthy State,NA
26,0,28,228,1,29,0.48,1.282,9.121,CNC Turning -2,20210045,Healthy State,NA
60,1,1.4,228.2,1.6,36.2,1.008,1.166,9.125,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
23,1,29,229,1.6,28,0.469,1.802,9.141,CNC Turning -1,20210045,Vibration Model,Y vibration is higher than Rated Y vibration
38,0,29,229,1.6,28,0.412,1.243,9.133,CNC Turning -1,20210045,Healthy State,NA
29,1,29,229,1.6,28,0.336,0.909,9.148,CNC Turning -2,20210046,Vibration Model,Y vibration is lower than Rated Y vibration
48,0,29,229,1.6,29,0.404,1.355,9.121,CNC Turning -2,20210046,Healthy State,NA
65,1,29,229,1.6,29,0.408,0.912,9.141,CNC Turning -2,20210046,Vibration Model,Y vibration is lower than Rated Y vibration
61,0,29,229,1.6,30,0.336,1.235,10.101,CNC Turning -2,20210046,Healthy State,NA
35,0,29,229,1.6,28,0.488,1.166,9.125,CNC Turning -2,20210046,Healthy State,NA
63,1,29,229,1.6,28,0.332,1.159,8.729,CNC Turning -1,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
62,0,29,229,1,28,0.427,1.578,9.133,CNC Turning -2,20210045,Healthy State,NA
22,0,29,229,1.5,28,0.332,1.504,9.141,CNC Turning -1,20210045,Healthy State,NA
59,0,29,229,1.5,28,0.431,1.147,9.133,CNC Turning -1,20210045,Healthy State,NA
35,0,29,229,1.5,34,0.488,1.127,9.141,CNC Turning -1,20210045,Healthy State,NA
18,1,29,229,1.5,28,0.447,1.802,9.133,CNC Turning -1,20210045,Vibration Model,Y vibration is higher than Rated Y vibration
13,0,29,229,1.6,28,0.48,1.166,9.156,CNC Turning -2,20210045,Healthy State,NA
35,1,29,229,1.6,30,0.377,1.494,8.713,CNC Turning -1,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
54,0,29,229,1,34,0.484,1.239,10.101,CNC Turning -2,20210045,Healthy State,NA
56,1,29,229,1,28,0.427,1.802,9.117,CNC Turning -2,20210046,Vibration Model,Y vibration is higher than Rated Y vibration
61,0,29,229,1,31,0.404,1.586,9.137,CNC Turning -2,20210045,Healthy State,NA
56,0,30,230,1.5,28,0.404,1.29,9.125,CNC Turning -1,20210045,Healthy State,NA
60,0,30,230,1.5,34,0.469,1.29,9.121,CNC Turning -1,20210045,Healthy State,NA
30,0,30,230,1.5,31,0.461,1.282,9.121,CNC Turning -2,20210046,Healthy State,NA
68,1,30,230,1.5,28,0.373,1.355,8.709,CNC Turning -1,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
57,0,30,230,1.6,28,0.337,1.156,9.117,CNC Turning -1,20210045,Healthy State,NA
46,0,30,230,1,31,0.412,1.166,9.125,CNC Turning -1,20210046,Healthy State,NA
50,0,30,230,1.6,28,0.333,1.513,9.141,CNC Turning -2,20210045,Healthy State,NA
27,0,30,230,1.6,34,0.48,1.29,9.125,CNC Turning -2,20210045,Healthy State,NA
24,1,30,230,1,31,0.469,0.909,9.148,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
13,1,30,230,1,32,0.332,1.498,8.729,CNC Turning -2,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
22,0,30,230,2,28,0.423,1.504,9.125,CNC Turning -1,20210045,Healthy State,NA
58,0,30,230,1,28,0.332,1.239,9.125,CNC Turning -2,20210045,Healthy State,NA
65,0,30,230,1.5,28,0.488,1.127,9.145,CNC Turning -1,20210045,Healthy State,NA
65,1,7.7,230.7,1,32,1.023,1.12,9.121,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
65,1,6,231,1.6,35,0.977,1.112,9.145,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
63,0,31,231,1.6,30,0.48,1.29,9.121,CNC Turning -2,20210046,Healthy State,NA
28,0,31,231,1.6,30,0.435,1.498,9.117,CNC Turning -1,20210045,Healthy State,NA
20,1,31,231,1.6,27,0.488,1.578,8.729,CNC Turning -1,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
54,1,31,231,1,33,0.427,1.97,9.113,CNC Turning -1,20210045,Vibration Model,Y vibration is higher than Rated Y vibration
1,0,31,231,1,29,0.373,1.159,9.156,CNC Turning -2,20210045,Healthy State,NA
64,0,31,231,1,32,0.484,1.574,9.117,CNC Turning -1,20210045,Healthy State,NA
53,0,31,231,2,27,0.488,1.166,9.137,CNC Turning -2,20210045,Healthy State,NA
62,0,31,231,1,27,0.48,1.131,9.148,CNC Turning -1,20210045,Healthy State,NA
12,1,31,231,1,27,0.465,1.121,10.398,CNC Turning -2,20210045,Vibration Model,Z vibration is Higher than Rated Z vibration
58,1,31,231,1.6,32,0.404,0.908,9.125,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
26,0,31,231,1.6,27,0.465,1.586,9.117,CNC Turning -1,20210046,Healthy State,NA
64,1,31,231,1.6,27,0.465,1.282,8.729,CNC Turning -1,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
46,0,31,231,1.6,27,0.431,1.166,9.117,CNC Turning -1,20210046,Healthy State,NA
25,0,31,231,1.6,27,0.427,1.578,9.125,CNC Turning -2,20210045,Healthy State,NA
8,0,31,231,1.6,27,0.48,1.116,9.148,CNC Turning -2,20210045,Healthy State,NA
24,1,31,231,1,27,0.465,1.802,9.113,CNC Turning -1,20210045,Vibration Model,Y vibration is higher than Rated Y vibration
48,0,31,231,1,27,0.48,1.151,9.145,CNC Turning -1,20210046,Healthy State,NA
52,1,31,231,1,27,0.439,1.802,9.125,CNC Turning -2,20210045,Vibration Model,Y vibration is higher than Rated Y vibration
16,1,31,231,1,33,0.373,0.905,9.141,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
85,1,8.4,231.4,2,38,0.404,1.186,9.125,CNC Turning -2,20210046,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
65,1,8.6,231.6,1,36,1.031,1.151,9.133,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
80,1,2.7,231.7,1.6,39.2,0.98,1.147,9.145,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
92,1,7.8,231.8,1,31,0.404,0.109,9.145,CNC Turning -2,20210046,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
25,0,32,232,1.6,27,0.373,1.12,9.141,CNC Turning -1,20210046,Healthy State,NA
56,0,32,232,1,27,0.461,1.133,9.152,CNC Turning -1,20210045,Healthy State,NA
1,1,32,232,1,27,0.404,1.241,8.729,CNC Turning -2,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
30,0,32,232,1.6,27,0.465,1.578,9.125,CNC Turning -1,20210045,Healthy State,NA
58,0,32,232,1.6,27,0.48,1.131,9.125,CNC Turning -1,20210045,Healthy State,NA
79,1,7.8,232.8,1.5,30,0.973,1.186,9.113,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
92,1,8.9,232.9,1,31,0.423,1.178,9.125,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
81,1,33,233,1.6,26,0.38,1.163,9.145,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
24,1,33,233,1.6,26,0.469,1.802,9.121,CNC Turning -2,20210045,Vibration Model,Y vibration is higher than Rated Y vibration
55,1,34,234,1.6,27,0.377,0.909,9.125,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
25,1,35,235,1.6,25,0.431,1.498,8.729,CNC Turning -2,20210046,Vibration Model,Z vibration is lower than Rated Z vibration
36,0,35,235,1.6,25,0.377,1.574,9.125,CNC Turning -2,20210045,Healthy State,NA
60,1,7.6,235.6,1,29,0.984,1.104,9.137,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
65,0,36,236,1.5,25,0.404,1.159,9.133,CNC Turning -1,20210045,Healthy State,NA
80,1,9.2,236.2,1.6,29,0.965,1.19,9.121,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
57,0,37,237,1,24,0.469,1.129,9.137,CNC Turning -1,20210046,Healthy State,NA
65,1,9.1,237.1,1,29,0.977,1.151,9.152,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
80,1,9.2,237.2,1,30,1.031,1.17,9.117,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
73,1,9.8,237.8,1,29,0.984,1.135,9.125,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
13,0,38,238,1.6,24,0.439,1.117,9.121,CNC Turning -1,20210045,Healthy State,NA
19,0,38,238,1.6,24,0.373,1.123,9.137,CNC Turning -2,20210045,Healthy State,NA
56,0,38,238,1,24,0.373,1.237,9.137,CNC Turning -1,20210046,Healthy State,NA
12,0,38,238,1,24,0.404,1.163,9.133,CNC Turning -1,20210045,Healthy State,NA
57,1,38,238,1,30,0.435,1.163,8.729,CNC Turning -2,20210046,Vibration Model,Z vibration is lower than Rated Z vibration
42,0,38,238,1.5,24,0.431,1.235,9.133,CNC Turning -1,20210045,Healthy State,NA
49,0,38,238,1.5,24,0.461,1.156,9.152,CNC Turning -2,20210045,Healthy State,NA
49,0,38,238,1.6,24,0.416,1.163,9.125,CNC Turning -2,20210046,Healthy State,NA
77,0,39,239,1.6,23,0.469,1.121,9.121,CNC Turning -2,20210045,Healthy State,NA
16,0,39,239,1,23,0.484,1.121,9.117,CNC Turning -1,20210045,Healthy State,NA
40,0,39,239,2,26,0.48,1.282,9.125,CNC Turning -1,20210045,Healthy State,NA
72,1,30,240,1,23,0.484,0.908,9.137,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
43,0,32,242,1.6,22,0.404,1.504,9.137,CNC Turning -1,20210045,Healthy State,NA
29,0,32,242,1,26,0.42,1.147,9.125,CNC Turning -2,20210045,Healthy State,NA
20,0,32,242,1,22,0.469,1.513,9.141,CNC Turning -2,20210045,Healthy State,NA
50,0,32,242,1.6,22,0.336,1.166,9.137,CNC Turning -2,20210045,Healthy State,NA
63,1,33,243,1.6,21,0.465,1.237,8.709,CNC Turning -2,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
24,1,28,228,0.7,29,0.48,1.494,9.117,CNC Turning -1,20210045,Electrical Model,Motor Current below the Motor Rated Voltage 
12,1,26,226,2.3,30,0.488,1.123,9.137,CNC Turning -2,20210045,Electrical Model,Motor Current Above the Motor Rated Voltage 
62,1,33,243,1,22,0.416,1.504,8.729,CNC Turning -2,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
9,1,33,243,1.5,24,0.488,1.97,10.108,CNC Turning -1,20210046,Vibration Model,Y vibration is higher than Rated Y vibration
48,0,33,243,1.5,21,0.377,1.163,9.117,CNC Turning -2,20210046,Healthy State,NA
45,0,33,244,1.6,21,0.408,1.241,9.125,CNC Turning -1,20210045,Healthy State,NA
76,1,35.6,259.6,1.5,34,1.023,1.174,9.129,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
75,1,39.1,263.1,1.6,32,0.988,1.151,9.125,CNC Turning -2,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
63,1,37.5,264.5,1.5,35,1.02,1.151,9.125,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
65,1,36,265,1.6,28,0.988,1.12,9.125,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
65,1,38,265,1.5,29,0.965,0.113,9.117,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
65,1,35.1,265.1,1.5,31,1,1.112,9.133,CNC Turning -2,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
80,1,36.1,265.1,1.6,34,0.988,1.159,9.141,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
62,1,36.3,265.3,1.6,28,0.969,1.186,9.117,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
80,1,36.9,265.9,1.6,28,0.965,0.102,9.117,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
77,1,36.9,265.9,1.6,29,1.039,1.194,9.117,CNC Turning -2,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
79,1,38,266,1,29,0.973,0.133,9.148,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
63,1,35.2,266.2,1.6,36.2,1.02,1.159,9.117,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
63,1,36.23,266.23,1,39.2,1.008,1.123,9.125,CNC Turning -2,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
60,1,36.23,266.23,1,34,1.012,1.12,9.129,CNC Turning -2,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
63,1,36.23,266.23,1,39.2,1.031,0.133,9.145,CNC Turning -2,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
76,1,37.3,266.3,1,32,0.957,0.141,9.156,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
62,1,37.3,266.3,1,31,1.023,1.112,9.137,CNC Turning -2,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
73,1,37.3,266.3,1,39.2,1.023,1.198,9.113,CNC Turning -2,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
72,1,36.8,266.8,1.6,39.2,0.977,1.139,9.117,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
76,1,37,267,1.5,34,0.973,1.112,9.137,CNC Turning -2,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
65,1,37.4,267.4,1.5,28,0.984,1.131,9.148,CNC Turning -2,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
74,1,35.8,267.8,1.6,36.2,1.02,1.182,9.125,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
80,1,37.9,268.9,1.6,36.2,1.008,1.198,9.121,CNC Turning -2,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
60,1,39,269,1.6,31,1.02,1.182,9.125,CNC Turning -2,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
80,1,38.1,269.1,1.6,36.2,0.992,1.12,9.148,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
60,1,35,270,1.6,25,1.027,1.159,9.125,CNC Turning -1,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
74,1,45.2,270.2,1,31,0.996,1.194,9.141,CNC Turning -2,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
74,1,45,271,1,30,0.969,0.141,9.148,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
65,1,40.1,271.1,1.6,36.2,0.98,1.166,9.125,CNC Turning -1,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
65,1,36.2,272.4,1.6,29,0.969,1.155,9.125,CNC Turning -2,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
63,1,36.2,272.4,1.6,29,0.988,1.198,9.156,CNC Turning -2,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
75,1,36.2,272.4,1,29,1.012,1.108,9.121,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
66,1,36.2,272.4,1.6,29,0.973,1.108,9.117,CNC Turning -2,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
79,1,36.2,272.4,1.5,29,1.035,1.198,9.125,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
75,1,36.2,272.4,1.6,29,1.051,1.178,9.133,CNC Turning -2,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
71,1,36.2,272.4,1.6,29,0.977,0.113,9.145,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
65,1,38,276,1.6,29,0.977,1.19,9.156,CNC Turning -1,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
71,1,38.2,276.4,1,30,1.008,1.182,9.121,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
65,1,39,278,1,23,0.984,0.141,9.152,CNC Turning -1,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
61,1,39.2,278.4,1.6,33,1.012,1.104,9.133,CNC Turning -1,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
65,1,39.2,278.4,1.6,29,1.016,1.143,9.125,CNC Turning -1,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
60,1,40,280,1.6,23,0.992,1.19,9.133,CNC Turning -2,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
71,1,41,282,1.6,23,1,1.123,9.148,CNC Turning -1,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
80,1,42,284,1.6,22,0.957,0.148,9.113,CNC Turning -2,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
63,1,42,284,1.6,23,0.988,1.143,9.125,CNC Turning -2,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
65,1,42,284,1,22,0.973,1.194,9.141,CNC Turning -1,20210046,Electrical Model,Motor Volatage above the Motor Rated Voltage 
72,1,43,286,1,21,0.965,1.17,9.117,CNC Turning -2,20210045,Electrical Model,Motor Volatage above the Motor Rated Voltage 
56,0,30,230,1.5,28,0.404,1.29,9.125,CNC Turning -1,20210045,Healthy State,NA
71,1,36,230,1.5,28,1.004,1.143,9.125,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
60,0,30,230,1.5,34,0.469,1.29,9.121,CNC Turning -1,20210045,Healthy State,NA
76,1,37,230,1.5,34,0.973,1.112,9.137,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
30,0,30,230,1.5,31,0.461,1.282,9.121,CNC Turning -2,20210046,Healthy State,NA
68,1,30,230,1.5,28,0.373,1.355,8.709,CNC Turning -1,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
65,1,35.1,230,1.5,31,1,1.112,9.133,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
23,1,29,229,1.6,28,0.469,1.802,9.141,CNC Turning -1,20210045,Vibration Model,Y vibration is higher than Rated Y vibration
71,1,35.2,229,1.6,29,0.973,1.159,9.125,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
38,0,29,229,1.6,28,0.412,1.243,9.133,CNC Turning -1,20210045,Healthy State,NA
29,1,29,229,1.6,28,0.336,0.909,9.148,CNC Turning -2,20210046,Vibration Model,Y vibration is lower than Rated Y vibration
65,1,36,229,1.6,28,0.988,1.12,9.125,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
65,1,36.1,229,1.6,28,1.012,1.143,9.129,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
72,1,36.3,229,1.6,28,0.996,1.19,9.152,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
80,1,36.9,229,1.6,28,0.965,0.102,9.117,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
48,0,29,229,1.6,29,0.404,1.355,9.121,CNC Turning -2,20210046,Healthy State,NA
80,1,36.1,229,1.6,34,0.988,1.159,9.141,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
62,1,36.3,229,1.6,28,0.969,1.186,9.117,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
77,1,36.9,229,1.6,29,1.039,1.194,9.117,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
74,1,36,229,1.6,28,0.984,0.113,9.148,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
65,1,29,229,1.6,29,0.408,0.912,9.141,CNC Turning -2,20210046,Vibration Model,Y vibration is lower than Rated Y vibration
61,0,29,229,1.6,30,0.336,1.235,10.101,CNC Turning -2,20210046,Healthy State,NA
35,0,29,229,1.6,28,0.488,1.166,9.125,CNC Turning -2,20210046,Healthy State,NA
26,1,28,228,1,29,0.465,1.156,8.713,CNC Turning -2,20210046,Vibration Model,Z vibration is lower than Rated Z vibration
63,1,29,229,1.6,28,0.332,1.159,8.729,CNC Turning -1,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
77,1,38,228,1,29,0.992,1.131,9.125,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
79,1,38,228,1,29,0.973,0.133,9.148,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
53,1,28,228,1,29,0.431,1.802,9.145,CNC Turning -1,20210045,Vibration Model,Y vibration is higher than Rated Y vibration
73,1,9.8,228,1,29,0.984,1.135,9.125,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
60,1,7.6,228,1,29,0.984,1.104,9.137,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
34,1,28,228,1,29,0.431,0.912,9.129,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
36,0,28,228,1,29,0.465,1.148,9.152,CNC Turning -1,20210045,Healthy State,NA
80,1,9.9,228,1,35,1.012,0.102,9.129,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
65,1,40,229,2,28,1.008,1.108,9.133,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
31,0,28,228,1,35,0.465,1.129,9.164,CNC Turning -1,20210045,Healthy State,NA
74,1,9.4,228,1,30,1.004,0.145,9.121,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
25,0,28,228,1,35,0.408,1.504,9.121,CNC Turning -1,20210045,Healthy State,NA
58,0,28,228,1,30,0.484,1.127,9.121,CNC Turning -2,20210046,Healthy State,NA
80,1,9.2,228,1,30,1.031,1.17,9.117,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
65,1,9.1,228,1,29,0.977,1.151,9.152,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
19,0,28,228,1,29,0.48,1.494,9.117,CNC Turning -1,20210045,Healthy State,NA
60,1,39,230,1.6,31,1.02,1.182,9.125,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
84,1,27,227,1.5,32,0.98,1.112,9.137,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
13,0,27,227,1.5,29,0.377,1.29,9.125,CNC Turning -2,20210046,Healthy State,NA
12,1,27,227,1.5,30,0.423,0.909,9.109,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
26,0,27,227,1.5,29,0.404,1.504,9.133,CNC Turning -2,20210046,Healthy State,NA
43,0,27,227,1.5,41,0.336,1.578,9.133,CNC Turning -1,20210045,Healthy State,NA
80,1,38,227,1.5,30,1,1.139,9.125,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
65,1,38,227,1.5,29,0.965,0.113,9.117,CNC Turning -1,20210045,Thermal Model,Temperature Inside the Motor is greater than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
1,0,28,228,1.6,31,0.373,1.127,9.117,CNC Turning -1,20210045,Healthy State,NA
34,0,27,227,1.6,29,0.408,1.12,9.121,CNC Turning -2,20210046,Healthy State,NA
80,1,9.2,227,1.6,29,0.965,1.19,9.121,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
12,1,26,226,1.6,32,0.337,1.147,8.713,CNC Turning -2,20210046,Vibration Model,Z vibration is lower than Rated Z vibration
